crop,season,soil_type,soil_pH,soil_nitrogen_kg_ha,soil_phosphorus_kg_ha,soil_potassium_kg_ha,soil_organic_matter_percent,annual_rainfall_mm,temperature_avg_C,temperature_min_C,temperature_max_C,humidity_percent,sunshine_hours_per_day,irrigation_type,irrigation_frequency_days,fertilizer_N_applied,fertilizer_P_applied,fertilizer_K_applied,pesticide_usage_kg_ha,area_under_cultivation_ha,farm_mechanization,crop_variety,plant_age_years,previous_year_yield,elevation_m,slope_percent,district_zone,yield_kg_ha
banana,Annual,Laterite,6.01,161.74,49.92,119.09,0.9,3323.5,27.14,21.62,33.74,76.65,4.98,Drip,3,187.97,52.63,130.92,3.2,0.89,1,0,0.0,26707.6,519.0,20.81,Malnad,33599.4
banana,Annual,Clay Loam,5.86,197.38,29.3,194.62,2.08,3635.8,26.07,20.99,35.73,85.01,3.97,Sprinkler,4,181.93,39.1,85.69,1.7,9.45,0,1,0.0,35524.9,297.5,0.81,Midland,35794.46
banana,Annual,Red Loam,5.42,222.87,54.68,222.84,1.46,3374.5,31.71,22.17,34.96,76.04,4.63,Drip,2,132.81,78.34,102.14,2.67,2.46,0,1,0.0,38293.6,940.3,21.68,Malnad,33379.67
banana,Annual,Laterite,5.39,117.7,17.88,210.02,1.44,2878.6,26.45,22.2,33.76,86.04,5.38,Sprinkler,2,104.82,63.47,137.36,3.6,0.98,1,0,0.0,29885.0,513.4,27.29,Malnad,30548.27
banana,Annual,Red Loam,6.0,158.96,44.25,148.67,1.42,3490.8,30.62,19.85,35.27,86.83,6.15,Drip,1,105.62,63.09,146.24,1.37,0.95,1,1,0.0,38241.9,478.1,18.76,Malnad,34717.88
banana,Annual,Laterite,4.64,162.87,10.04,238.96,1.4,2827.6,25.8,19.12,35.25,88.86,4.63,Drip,2,190.67,39.17,121.36,2.82,5.51,0,1,0.0,31293.0,665.0,34.58,Malnad,31376.17
banana,Annual,Red Loam,4.94,280.65,26.02,109.27,3.34,2880.4,27.42,22.25,31.25,77.32,4.3,Drip,2,126.02,41.07,143.8,4.35,8.68,1,1,0.0,33882.6,359.8,23.19,Midland,32814.39
banana,Annual,Clay Loam,4.72,183.2,13.44,276.31,3.07,3512.4,26.96,22.86,32.37,76.75,6.87,Sprinkler,3,145.14,29.86,125.76,3.91,3.68,1,1,0.0,27501.7,98.7,13.45,Coastal,34488.46
banana,Annual,Laterite,4.88,269.88,13.55,222.56,2.03,2854.5,30.18,19.05,35.91,90.41,4.78,Sprinkler,3,198.33,69.03,131.49,3.81,9.35,1,0,0.0,35507.2,553.5,20.01,Malnad,32806.75
banana,Annual,Red Loam,6.09,140.23,38.83,282.11,2.91,3653.3,26.57,19.81,32.58,75.95,4.23,Drip,1,175.93,30.3,46.16,3.44,1.12,1,1,0.0,26835.4,201.6,2.48,Midland,34710.51
banana,Annual,Red Loam,5.12,235.21,16.95,186.59,1.35,3268.0,30.53,26.06,34.02,71.76,6.79,Drip,2,78.37,66.89,107.12,3.87,5.0,0,0,0.0,26716.2,131.6,26.23,Midland,31467.79
banana,Annual,Laterite,6.48,144.78,43.75,211.9,0.88,3494.4,30.0,18.57,34.95,65.63,4.97,Drip,2,120.99,26.29,142.37,1.96,7.0,0,1,0.0,34868.2,908.9,20.52,Malnad,33566.74
banana,Annual,Sandy Loam,4.59,305.81,58.08,86.03,0.82,3327.9,28.49,18.5,31.65,91.24,7.41,Drip,1,182.07,73.69,112.16,0.74,7.99,0,1,0.0,28740.4,906.0,8.27,Malnad,34476.9
banana,Annual,Red Loam,6.12,135.07,55.51,293.17,2.37,3098.3,27.4,20.38,35.1,68.37,5.91,Drip,1,128.13,20.45,133.91,1.29,5.18,1,1,0.0,34116.2,593.5,29.27,Malnad,33965.36
banana,Annual,Clay Loam,4.64,171.12,24.86,97.67,2.4,2842.6,26.47,18.94,31.27,78.03,7.16,Drip,1,77.98,37.87,138.06,2.45,9.07,0,0,0.0,27807.7,152.6,28.83,Midland,28277.34
banana,Annual,Clay Loam,5.75,102.77,36.63,83.38,2.45,3743.0,24.3,20.18,28.07,65.18,5.01,Sprinkler,2,136.55,35.38,134.32,1.04,7.69,1,0,0.0,37106.4,275.9,6.76,Midland,33200.11
banana,Annual,Laterite,5.14,102.79,48.96,128.77,0.96,3455.5,26.82,21.34,31.38,80.44,4.43,Drip,1,121.07,57.45,126.92,3.74,4.16,1,1,0.0,37997.4,877.2,4.44,Malnad,32203.43
banana,Annual,Clay Loam,5.06,269.46,51.05,198.82,1.23,2930.6,22.17,18.34,28.02,86.83,5.4,Drip,1,108.81,67.83,113.14,3.88,2.77,0,1,0.0,32088.6,322.0,28.72,Midland,31420.62
banana,Annual,Laterite,5.74,249.55,22.64,122.29,0.99,3748.4,23.56,18.38,34.98,84.17,5.8,Drip,1,183.83,22.26,55.14,3.01,3.3,0,1,0.0,35650.8,481.7,18.27,Malnad,33279.87
banana,Annual,Laterite,6.46,211.68,21.71,158.36,1.16,3695.9,22.48,18.08,29.64,88.38,6.96,Drip,2,104.99,47.44,130.57,2.92,7.57,0,1,0.0,34601.6,422.5,9.04,Malnad,32864.51
banana,Annual,Red Loam,5.12,249.49,22.55,90.98,2.31,3796.6,24.1,19.58,35.32,84.2,6.08,Canal,5,110.59,28.56,89.25,2.28,2.0,0,1,0.0,29049.2,78.4,1.03,Coastal,34194.52
banana,Annual,Red Loam,6.05,317.33,12.65,251.41,2.46,3406.9,30.68,18.16,34.59,72.12,4.19,Rainfed,0,197.77,70.02,117.01,4.38,8.0,0,1,0.0,36234.8,164.9,17.03,Midland,34352.99
banana,Annual,Red Loam,4.82,147.75,10.01,279.21,2.02,2910.1,24.88,19.43,29.27,69.93,7.44,Canal,5,104.34,25.17,148.26,0.85,2.57,0,1,0.0,28310.9,706.9,31.41,Malnad,31932.71
banana,Annual,Laterite,5.85,312.13,14.61,170.67,2.57,2891.6,30.44,25.3,34.16,76.51,6.47,Drip,2,113.45,44.54,103.8,2.78,8.99,0,0,0.0,35055.7,405.2,2.42,Malnad,31170.53
banana,Annual,Clay Loam,6.34,319.5,37.58,200.95,3.21,3390.6,22.36,18.61,28.37,85.75,5.22,Sprinkler,4,160.98,64.51,52.81,2.31,9.95,1,1,0.0,36740.2,650.5,28.99,Malnad,35984.4
banana,Annual,Red Loam,5.94,176.03,49.75,101.44,1.7,2927.0,26.68,19.14,32.24,91.35,5.18,Rainfed,0,141.8,25.76,78.53,1.72,3.94,1,0,0.0,36642.4,59.8,17.09,Coastal,30732.69
banana,Annual,Red Loam,5.21,219.44,15.5,185.47,3.16,3408.9,28.1,19.89,31.26,80.77,5.0,Canal,7,93.93,22.4,145.7,3.29,2.76,1,1,0.0,27964.5,376.1,24.38,Midland,35164.57
banana,Annual,Red Loam,5.09,201.46,56.28,164.4,1.12,3628.6,26.32,22.14,29.95,75.31,5.32,Drip,2,63.48,68.77,79.73,4.42,2.84,0,1,0.0,34156.5,915.9,22.19,Malnad,32967.86
banana,Annual,Laterite,5.45,340.29,42.78,114.47,2.02,3419.1,29.75,24.23,34.08,81.07,5.19,Drip,1,107.94,63.21,68.03,4.43,4.35,0,1,0.0,36014.8,128.9,34.2,Midland,33174.71
banana,Annual,Clay Loam,4.88,193.29,50.05,219.74,1.75,3300.9,30.56,25.53,33.96,81.46,6.11,Rainfed,0,72.65,25.32,122.41,2.07,4.55,1,1,0.0,29292.3,359.6,27.03,Midland,31910.61
banana,Annual,Sandy Loam,5.94,334.7,27.97,234.59,0.94,3282.0,30.09,18.41,33.61,73.09,7.01,Canal,3,116.51,27.92,40.65,2.93,6.58,1,1,0.0,30593.9,627.7,20.9,Malnad,33675.27
banana,Annual,Laterite,6.3,228.1,48.17,139.71,3.34,3453.4,31.36,20.22,34.68,75.46,7.31,Drip,2,173.93,76.48,68.23,4.27,5.91,1,1,0.0,33980.3,406.7,7.22,Malnad,34881.09
banana,Annual,Clay Loam,5.35,139.87,17.32,149.56,3.14,3713.3,25.11,20.5,31.36,73.2,6.54,Canal,4,85.71,52.34,110.3,3.25,4.15,1,1,0.0,34742.8,485.1,10.56,Malnad,33717.64
banana,Annual,Red Loam,6.25,349.73,57.68,238.52,2.36,3757.3,31.65,27.58,35.67,88.73,4.59,Canal,7,103.45,27.05,108.92,2.84,1.75,0,1,0.0,29273.0,849.1,20.71,Malnad,36864.42
banana,Annual,Laterite,6.0,136.28,34.64,135.2,2.74,3528.4,24.78,19.88,32.69,77.83,5.76,Drip,1,132.85,30.99,72.13,3.74,1.82,1,0,0.0,36604.3,702.8,20.06,Malnad,31509.37
banana,Annual,Laterite,6.25,335.92,39.86,283.01,1.33,3679.1,30.8,24.31,35.9,80.26,5.12,Drip,1,89.08,70.2,99.12,0.74,4.09,1,0,0.0,28014.0,622.8,19.86,Malnad,33881.05
banana,Annual,Red Loam,6.17,124.3,56.08,151.07,3.17,3651.5,22.1,18.47,30.59,83.96,3.75,Drip,1,70.82,39.11,86.21,1.71,6.89,1,1,0.0,26527.7,156.5,10.41,Midland,31957.6
banana,Annual,Red Loam,5.63,221.83,31.3,241.41,2.29,3565.1,28.73,19.08,32.18,78.34,7.28,Drip,1,69.19,52.82,148.84,2.42,7.54,1,1,0.0,38280.2,213.4,21.74,Midland,35496.67
banana,Annual,Clay Loam,5.47,173.31,25.31,139.9,2.2,3679.8,26.96,22.17,35.38,89.87,5.29,Drip,2,85.08,58.24,43.35,3.14,3.71,1,0,0.0,27951.9,436.4,22.81,Malnad,32590.39
banana,Annual,Red Loam,4.66,150.16,55.99,289.77,1.45,3505.5,29.32,22.6,34.52,78.24,4.29,Rainfed,0,79.4,42.15,65.61,3.71,6.19,1,1,0.0,33816.8,108.1,26.67,Midland,31799.03
banana,Annual,Red Loam,5.26,245.81,16.29,163.24,3.35,3070.1,30.06,25.33,35.98,76.52,4.42,Canal,5,138.89,69.47,55.26,2.2,9.67,1,1,0.0,37966.7,526.7,4.72,Malnad,33889.0
banana,Annual,Laterite,5.53,263.62,42.77,259.8,2.78,3005.5,31.34,19.94,34.95,80.9,4.61,Rainfed,0,96.37,58.17,148.86,1.49,6.32,1,0,0.0,35175.0,44.1,33.04,Coastal,32106.6
banana,Annual,Red Loam,4.75,101.63,42.45,204.5,2.86,2956.9,26.96,21.62,35.45,82.78,6.59,Sprinkler,2,64.07,61.63,88.49,0.56,4.16,1,1,0.0,26773.0,156.5,31.99,Midland,31166.13
banana,Annual,Red Loam,4.78,297.86,58.18,90.33,0.89,3773.2,24.09,18.38,30.16,86.72,3.65,Sprinkler,2,171.96,58.74,104.88,2.08,1.54,0,0,0.0,28993.2,683.0,2.01,Malnad,34634.8
banana,Annual,Laterite,4.91,326.88,44.74,130.89,3.38,3286.9,27.84,21.69,34.31,80.6,5.09,Drip,1,126.11,56.81,99.48,2.78,1.38,0,1,0.0,35845.8,674.0,8.72,Malnad,33730.81
banana,Annual,Red Loam,6.2,339.05,40.42,147.29,1.4,3113.0,25.75,21.31,31.39,89.4,6.93,Drip,2,96.96,48.43,146.17,1.56,5.93,0,0,0.0,37651.5,860.3,26.29,Malnad,32983.58
banana,Annual,Clay Loam,6.38,280.75,53.61,210.97,1.94,2947.2,22.08,18.25,30.95,73.68,7.09,Canal,4,162.52,31.5,137.72,1.22,9.68,0,1,0.0,34372.7,241.3,23.22,Midland,33295.89
banana,Annual,Red Loam,6.37,215.8,43.01,226.58,2.54,3449.1,24.41,18.2,35.69,76.1,5.6,Drip,1,121.48,74.26,73.0,1.12,1.22,1,1,0.0,32090.4,92.3,19.38,Coastal,33909.8
banana,Annual,Sandy Loam,5.91,170.84,15.44,206.01,2.04,3751.9,23.99,18.37,29.4,69.5,4.75,Sprinkler,3,181.07,76.93,132.84,1.44,4.96,0,1,0.0,34190.1,23.1,12.8,Coastal,35270.64
banana,Annual,Clay Loam,6.01,176.69,41.99,243.26,2.88,2900.2,29.67,18.93,34.82,85.42,7.05,Canal,3,183.99,49.43,133.98,2.29,2.51,1,1,0.0,33324.2,885.9,19.81,Malnad,34823.43
banana,Annual,Laterite,4.9,230.37,41.37,254.5,2.92,3362.8,28.79,24.38,34.59,73.0,7.04,Drip,2,64.43,79.81,61.57,1.51,7.93,1,1,0.0,37143.4,673.1,24.69,Malnad,33569.36
banana,Annual,Sandy Loam,4.99,156.57,50.86,239.99,1.14,3032.4,27.29,20.58,35.99,82.04,4.07,Drip,3,84.68,39.25,83.81,4.17,1.24,1,0,0.0,28301.8,645.5,14.39,Malnad,30868.38
banana,Annual,Clay Loam,5.81,172.57,45.97,231.69,3.42,3056.4,25.11,18.86,29.17,89.5,5.96,Drip,2,195.93,52.63,122.29,4.29,6.11,0,1,0.0,31860.4,96.5,33.13,Coastal,34497.59
banana,Annual,Clay Loam,4.83,182.88,43.47,258.16,1.97,3641.1,31.97,25.41,35.42,77.51,6.4,Canal,7,114.69,37.67,47.77,1.65,2.66,1,1,0.0,34856.9,588.4,2.37,Malnad,34925.35
banana,Annual,Clay Loam,5.11,103.61,23.61,93.81,1.5,3109.4,24.78,20.69,28.73,80.63,5.85,Sprinkler,3,172.05,30.5,60.8,2.59,6.37,0,1,0.0,29383.0,357.6,28.34,Midland,31408.53
banana,Annual,Laterite,5.69,224.29,20.56,263.37,1.05,2914.0,25.07,19.5,35.6,90.85,4.05,Canal,4,105.31,28.34,107.12,3.1,3.81,1,1,0.0,37085.0,53.9,32.53,Coastal,32337.58
banana,Annual,Laterite,5.95,290.11,46.59,95.59,1.14,3452.1,27.39,20.18,34.16,89.24,4.45,Drip,2,92.07,41.59,117.24,4.2,8.93,0,0,0.0,27362.7,238.5,5.32,Midland,32080.68
banana,Annual,Clay Loam,5.51,141.45,54.23,83.26,1.72,3655.4,25.72,21.03,29.37,70.6,5.66,Drip,3,80.57,67.27,142.45,0.56,2.74,0,0,0.0,31392.9,728.6,6.24,Malnad,32724.84
banana,Annual,Red Loam,4.98,264.0,20.73,115.71,2.7,3480.7,24.07,19.11,30.76,82.03,6.96,Sprinkler,3,136.46,70.64,148.8,1.55,1.8,0,0,0.0,28281.5,179.6,19.27,Midland,33424.68
banana,Annual,Red Loam,5.69,171.97,56.58,293.98,3.06,2937.6,22.67,18.62,33.22,76.12,4.0,Drip,1,128.36,53.21,49.99,2.16,1.41,0,1,0.0,34557.2,757.5,30.07,Malnad,31875.53
banana,Annual,Clay Loam,6.47,250.81,39.26,175.82,0.81,3200.3,28.31,22.14,31.58,68.12,5.81,Canal,3,145.09,71.97,72.39,1.8,8.32,1,1,0.0,27257.3,275.0,16.86,Midland,33331.2
banana,Annual,Red Loam,5.44,334.89,51.95,124.13,2.95,2914.2,26.77,19.72,34.99,83.02,6.11,Canal,5,169.43,23.22,125.43,4.25,8.24,1,1,0.0,33428.1,135.4,21.93,Midland,34571.38
banana,Annual,Red Loam,5.74,172.14,24.2,110.95,3.02,2826.8,26.02,19.67,30.63,81.66,4.67,Canal,7,190.03,41.34,70.67,2.84,2.41,1,1,0.0,26596.0,680.5,2.48,Malnad,33373.72
banana,Annual,Clay Loam,5.99,144.62,24.01,282.37,1.95,3374.3,23.09,18.32,30.69,68.46,5.2,Drip,1,188.47,73.88,51.11,1.32,2.56,1,0,0.0,27629.3,464.1,16.38,Malnad,31745.82
banana,Annual,Red Loam,5.82,331.05,13.21,106.87,1.95,2932.8,25.05,19.62,33.91,89.9,5.23,Canal,5,162.58,67.22,92.63,2.22,0.55,1,0,0.0,36796.9,732.5,15.17,Malnad,32933.04
banana,Annual,Sandy Loam,4.75,244.71,40.53,270.03,2.81,3038.7,27.68,22.72,33.05,83.23,5.58,Canal,7,132.36,34.08,58.72,3.82,3.7,0,0,0.0,26775.1,799.0,1.78,Malnad,32960.19
banana,Annual,Red Loam,5.41,103.9,32.35,141.82,3.38,3497.7,22.31,18.57,34.23,76.52,7.42,Drip,2,87.08,55.93,48.0,0.75,7.76,1,1,0.0,26554.2,810.2,1.51,Malnad,32148.83
banana,Annual,Laterite,5.42,100.93,56.19,264.02,1.24,3419.9,25.19,20.61,35.03,81.17,7.08,Drip,1,109.4,23.95,80.92,3.82,2.86,1,1,0.0,28259.9,127.5,16.55,Midland,32442.51
banana,Annual,Clay Loam,6.21,159.84,44.99,230.04,1.43,2877.6,24.99,19.23,34.89,90.13,4.88,Canal,7,191.86,63.9,116.09,2.31,8.86,1,1,0.0,28517.5,494.8,3.68,Malnad,34370.68
banana,Annual,Red Loam,6.24,227.85,14.37,202.16,1.83,3532.8,22.47,18.69,29.03,78.42,6.93,Drip,2,104.51,75.45,100.33,3.78,5.96,1,1,0.0,30590.8,809.2,27.1,Malnad,33493.9
banana,Annual,Laterite,4.71,204.21,35.02,172.67,2.83,2851.8,29.24,23.37,32.34,68.86,5.0,Canal,5,82.38,72.66,138.16,0.74,2.44,1,1,0.0,35108.2,842.0,18.66,Malnad,32893.71
banana,Annual,Red Loam,6.38,111.95,53.35,219.86,3.4,3566.8,31.96,23.08,35.71,81.05,4.61,Canal,4,106.14,76.53,108.68,4.19,8.03,0,0,0.0,31450.1,633.1,30.53,Malnad,33341.85
banana,Annual,Laterite,5.7,249.36,15.13,294.91,2.79,3523.2,25.93,19.61,30.64,90.62,5.52,Drip,1,79.82,27.78,100.23,2.1,4.74,1,1,0.0,34528.0,839.3,28.02,Malnad,34017.4
banana,Annual,Clay Loam,5.85,266.52,57.55,153.89,1.98,3518.0,24.03,19.28,35.95,90.82,4.59,Canal,4,75.5,38.99,102.98,4.48,3.89,1,1,0.0,29293.0,730.1,26.32,Malnad,33857.0
banana,Annual,Laterite,6.13,246.35,58.61,279.51,1.69,3649.3,30.0,19.02,33.16,77.66,5.56,Drip,3,154.11,42.36,83.9,2.53,5.21,1,0,0.0,36262.5,430.3,15.53,Malnad,34757.35
banana,Annual,Red Loam,6.35,290.0,47.74,118.27,2.09,2950.8,23.05,18.6,33.65,83.21,7.37,Drip,2,155.9,71.08,140.33,2.39,4.96,1,1,0.0,30434.7,381.4,7.38,Midland,33518.22
banana,Annual,Red Loam,4.52,308.61,51.56,268.18,2.89,2882.3,30.0,23.73,35.48,67.84,5.71,Sprinkler,4,106.43,77.3,141.5,0.85,4.67,1,0,0.0,31900.1,927.0,22.54,Malnad,33762.8
banana,Annual,Laterite,4.71,266.73,37.63,194.1,1.31,2918.4,30.58,26.47,35.79,76.45,5.2,Sprinkler,2,110.52,25.82,147.22,1.22,4.13,1,1,0.0,37242.9,765.9,0.48,Malnad,31853.69
banana,Annual,Red Loam,5.77,168.47,48.75,103.61,2.75,3793.3,25.37,19.2,28.93,83.27,6.13,Sprinkler,2,146.69,47.12,106.85,3.12,7.01,1,0,0.0,38163.6,127.3,21.71,Midland,34168.54
banana,Annual,Red Loam,5.57,126.92,57.35,113.27,0.93,3223.4,25.49,18.3,34.23,85.94,4.59,Drip,2,116.31,64.48,97.4,4.01,9.12,0,0,0.0,35400.2,58.5,1.93,Coastal,30542.28
banana,Annual,Sandy Loam,5.39,120.12,43.83,171.41,2.51,3174.2,30.84,21.85,35.8,75.58,6.3,Canal,3,140.79,38.89,115.88,3.7,8.99,1,0,0.0,26583.4,473.5,8.09,Malnad,31478.06
banana,Annual,Sandy Loam,5.92,262.62,30.98,228.1,2.68,3711.5,31.37,22.64,35.0,82.67,6.72,Canal,6,71.71,71.41,41.54,2.83,8.01,0,1,0.0,26827.9,27.3,16.39,Coastal,35013.93
banana,Annual,Laterite,5.06,207.16,48.37,201.15,1.72,3332.9,25.42,18.94,33.41,88.99,4.99,Drip,2,168.09,33.85,114.88,2.47,3.35,1,1,0.0,29200.7,86.0,9.95,Coastal,34665.04
banana,Annual,Clay Loam,4.9,243.99,44.49,218.51,3.05,3558.2,29.55,18.63,34.65,82.36,6.69,Sprinkler,5,101.41,41.66,139.32,2.89,7.12,0,1,0.0,33032.1,129.0,24.5,Midland,35274.45
banana,Annual,Red Loam,4.55,337.67,22.0,224.9,2.48,3430.6,22.45,18.82,35.28,83.6,7.09,Canal,3,180.14,37.08,147.45,2.73,5.47,1,1,0.0,35418.9,707.8,12.03,Malnad,35245.22
banana,Annual,Clay Loam,5.85,162.6,29.17,224.09,1.43,3201.9,26.91,19.64,33.21,91.4,4.57,Canal,4,121.67,24.55,94.38,0.66,5.43,1,1,0.0,35913.0,884.4,12.25,Malnad,33366.8
banana,Annual,Laterite,5.79,252.41,25.54,171.43,1.56,2989.1,23.65,18.75,34.32,86.24,7.47,Drip,3,134.86,25.22,57.72,4.1,4.85,1,1,0.0,31734.6,657.2,32.8,Malnad,32603.66
banana,Annual,Red Loam,6.09,144.62,57.81,296.05,1.82,3715.4,24.06,19.52,31.68,86.83,7.31,Drip,2,116.65,24.7,114.47,1.63,7.01,0,1,0.0,37649.6,797.5,8.91,Malnad,34262.43
banana,Annual,Clay Loam,6.38,335.97,41.47,275.06,1.52,3023.3,22.9,18.14,33.71,72.66,7.41,Drip,2,93.01,53.59,75.79,2.77,7.0,1,0,0.0,27428.6,404.1,23.74,Malnad,31898.06
banana,Annual,Sandy Loam,5.02,210.34,53.22,196.82,2.19,3323.4,26.11,20.53,33.21,73.34,4.7,Drip,2,83.67,67.4,92.11,3.5,8.4,1,1,0.0,35398.1,81.0,27.09,Coastal,32999.47
banana,Annual,Clay Loam,6.45,258.96,13.51,103.19,3.5,3759.3,30.89,21.24,35.15,73.12,6.93,Canal,4,150.46,60.26,117.51,2.39,6.0,0,0,0.0,38403.8,541.7,33.53,Malnad,33983.02
banana,Annual,Laterite,6.34,281.35,13.46,91.31,1.09,3280.5,28.37,21.02,32.63,70.89,4.86,Drip,1,69.35,20.59,47.17,2.89,4.02,0,1,0.0,28444.5,530.8,16.96,Malnad,30335.94
banana,Annual,Clay Loam,5.4,163.89,42.57,284.84,2.99,3521.0,24.77,20.0,34.33,66.87,5.81,Sprinkler,3,171.19,59.45,114.81,2.39,9.43,0,0,0.0,30733.9,818.5,4.52,Malnad,34289.47
banana,Annual,Laterite,6.06,338.28,30.85,104.66,0.98,3351.6,28.86,18.43,34.77,78.35,5.89,Drip,3,86.16,27.29,137.07,3.42,3.19,0,1,0.0,37690.8,66.6,5.16,Coastal,33138.52
banana,Annual,Sandy Loam,6.32,275.74,38.48,271.75,2.56,2885.7,24.58,18.36,31.18,81.64,4.65,Drip,2,185.06,55.28,89.9,1.94,2.59,0,0,0.0,34718.6,436.7,31.49,Malnad,32523.86
banana,Annual,Laterite,4.84,131.52,54.39,218.71,1.49,3111.5,25.49,20.17,33.29,69.43,5.89,Drip,1,62.33,33.85,126.81,3.7,1.92,1,1,0.0,36604.4,415.9,27.04,Malnad,30865.33
banana,Annual,Sandy Loam,5.52,203.4,26.05,126.99,2.74,2915.1,30.65,24.05,35.07,80.25,5.33,Drip,1,149.71,40.11,128.26,2.41,6.14,1,0,0.0,36976.8,185.2,23.1,Midland,31229.73
banana,Annual,Clay Loam,5.37,291.0,58.15,221.21,2.14,3544.0,23.84,18.91,32.68,83.44,4.11,Canal,4,102.14,47.83,92.09,2.73,8.55,1,0,0.0,33534.8,9.4,2.94,Coastal,34638.81
banana,Annual,Clay Loam,4.94,298.4,43.13,157.16,3.3,3187.6,23.05,18.22,30.06,90.69,5.36,Drip,2,79.34,51.2,134.18,0.5,7.24,1,0,0.0,37090.0,410.8,15.1,Malnad,32284.59
banana,Annual,Red Loam,4.94,103.81,24.94,280.1,1.62,3049.2,22.71,18.27,28.17,68.5,6.91,Canal,5,141.46,36.59,135.33,1.46,0.87,0,1,0.0,34686.2,178.0,28.58,Midland,32055.47
banana,Annual,Red Loam,5.85,158.09,19.92,132.08,1.5,3598.6,26.96,22.41,35.18,76.77,4.84,Drip,1,76.67,56.33,45.87,3.52,1.69,1,1,0.0,29083.6,338.5,18.19,Midland,32321.26
banana,Annual,Red Loam,4.64,174.31,57.29,199.76,1.05,3352.8,28.58,20.74,35.09,85.38,4.48,Drip,1,142.37,66.49,83.22,2.33,2.02,0,1,0.0,31528.0,496.4,26.61,Malnad,33112.23
banana,Annual,Sandy Loam,5.08,290.56,26.73,134.05,0.87,3474.3,22.63,18.12,34.84,79.07,4.07,Sprinkler,2,177.31,41.09,128.03,2.18,1.04,0,1,0.0,28614.0,943.8,3.96,Malnad,33211.27
banana,Annual,Sandy Loam,5.84,195.66,43.49,105.67,0.98,3626.9,25.82,20.83,31.31,90.18,7.06,Canal,5,151.91,58.81,47.16,3.76,8.1,1,0,0.0,30115.5,672.3,24.35,Malnad,33723.47
banana,Annual,Red Loam,6.06,121.9,25.52,212.52,2.66,3777.1,24.96,20.52,31.65,69.37,3.68,Drip,2,159.74,50.97,93.31,2.35,8.47,1,1,0.0,31463.8,585.1,28.79,Malnad,34328.33
banana,Annual,Laterite,5.87,128.52,51.45,251.15,2.25,3196.3,30.24,26.12,35.58,70.52,5.12,Drip,1,185.74,38.53,43.49,2.82,5.32,0,1,0.0,26780.1,884.1,20.64,Malnad,32718.49
banana,Annual,Laterite,5.31,138.32,29.03,264.29,1.69,3661.7,22.2,18.35,35.41,81.28,4.95,Drip,3,128.61,20.22,62.08,2.85,3.72,1,0,0.0,28222.5,262.5,4.95,Midland,31269.08
banana,Annual,Red Loam,6.37,237.39,11.46,243.16,3.32,3480.3,30.44,19.25,33.69,86.68,6.05,Canal,5,130.45,39.96,137.11,0.95,9.46,1,1,0.0,31699.0,364.0,14.95,Midland,37001.97
banana,Annual,Laterite,5.68,228.5,41.99,237.32,1.52,3603.2,25.19,19.35,34.18,87.68,7.44,Drip,3,134.12,73.87,105.74,0.84,2.34,1,1,0.0,34118.6,866.7,30.92,Malnad,36063.15
banana,Annual,Laterite,4.82,123.11,35.25,193.31,2.04,2837.2,22.84,18.58,31.25,69.65,5.49,Drip,3,110.46,22.18,91.64,0.98,3.13,0,1,0.0,30086.7,3.6,19.0,Coastal,29539.81
banana,Annual,Red Loam,6.25,227.23,43.45,288.49,2.27,3747.1,28.46,19.23,33.45,79.59,4.84,Sprinkler,2,115.37,33.81,88.99,2.79,7.57,0,1,0.0,27387.3,168.2,26.48,Midland,34887.34
banana,Annual,Clay Loam,5.15,102.16,12.78,283.54,3.47,3029.4,23.17,18.33,30.97,80.29,7.35,Sprinkler,2,130.74,61.71,71.91,2.07,4.11,1,1,0.0,31315.9,61.5,10.77,Coastal,32212.89
banana,Annual,Clay Loam,5.11,223.96,45.49,169.41,1.35,3453.9,27.14,21.45,30.82,76.6,4.09,Drip,1,149.47,60.19,100.79,4.47,2.53,0,0,0.0,31582.6,802.4,20.99,Malnad,31968.85
banana,Annual,Laterite,5.17,164.08,55.76,278.55,2.13,3688.1,25.35,21.19,32.39,84.17,5.45,Drip,2,103.25,64.89,48.9,2.22,9.86,0,1,0.0,38451.4,940.6,9.04,Malnad,34557.31
banana,Annual,Red Loam,4.83,238.46,19.14,128.9,3.37,3072.7,31.17,25.96,34.38,88.65,4.47,Canal,7,196.82,62.46,71.17,1.38,8.29,0,1,0.0,31255.7,200.5,3.88,Midland,34474.83
banana,Annual,Sandy Loam,5.52,323.18,54.38,292.96,2.38,2845.8,23.23,18.7,29.39,85.54,5.24,Drip,1,67.0,37.07,96.13,1.71,7.93,0,0,0.0,35033.9,416.5,9.28,Malnad,31402.34
banana,Annual,Sandy Loam,5.82,330.38,29.22,267.36,3.1,2850.1,22.22,18.01,30.62,83.61,4.37,Drip,2,196.03,53.54,106.14,2.36,6.78,0,0,0.0,30190.8,602.2,14.77,Malnad,32548.74
banana,Annual,Red Loam,5.21,123.34,22.29,125.33,2.43,3012.8,31.41,21.07,35.19,86.58,6.65,Canal,7,154.29,79.49,73.64,1.21,1.25,1,0,0.0,36072.6,680.0,31.01,Malnad,32825.45
